,image_name,image_page,image_url
19,mcr_lter1_fringingreef_pole3-4_qu4_20080415.jpg,https://coralnet.ucsd.edu/image/2856202/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ff19nt0juh.jpg?Signature=z%2FwUDcx3xivNoDl4PX6gF1nkta0%3D&Expires=1681154765&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
20,mcr_lter1_fringingreef_pole3-4_qu5_20080415.jpg,https://coralnet.ucsd.edu/image/2856198/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/st3fm110nk.jpg?Signature=IIm3LkK%2BCRZh2c7%2BHl0QM31LwUs%3D&Expires=1681154765&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
21,mcr_lter1_fringingreef_pole3-4_qu6_20080415.jpg,https://coralnet.ucsd.edu/image/2856194/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/tz6eok7d4r.jpg?Signature=PkY%2Bf9W40e1pDbASA6Ott3T0Cns%3D&Expires=1681154765&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
22,mcr_lter1_fringingreef_pole3-4_qu7_20080415.jpg,https://coralnet.ucsd.edu/image/2856189/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/3b01t7oef7.jpg?Signature=vviOQkY5YFhmeIm7ddYCNCW0iug%3D&Expires=1681154765&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
23,mcr_lter1_fringingreef_pole3-4_qu8_20080415.jpg,https://coralnet.ucsd.edu/image/2856184/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/8li6vtjvdu.jpg?Signature=Fzi11BJHr8fskBRArsMWS7XOkJU%3D&Expires=1681154765&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
24,mcr_lter1_fringingreef_pole4-5_qu1_20080415.jpg,https://coralnet.ucsd.edu/image/2856177/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/dcpcf138l2.jpg?Signature=7bgvlV47Y%2FOAtkSLzo%2B7dDhMKms%3D&Expires=1681154765&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
25,mcr_lter1_fringingreef_pole4-5_qu2_20080415.jpg,https://coralnet.ucsd.edu/image/2856171/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/5h5trcegem.jpg?Signature=aK8dztGiE8jvNhiHplHZvVOqTn0%3D&Expires=1681154766&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
26,mcr_lter1_fringingreef_pole4-5_qu3_20080415.jpg,https://coralnet.ucsd.edu/image/2856166/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/5y50r2cghn.jpg?Signature=HQI2Xv8lPUI%2BdLDv0IL9UBxnTJE%3D&Expires=1681154766&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
27,mcr_lter1_fringingreef_pole4-5_qu4_20080415.jpg,https://coralnet.ucsd.edu/image/2856162/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/djxdk3ny47.jpg?Signature=PLnX7Oj1wFzKs1LjVh1mL%2FMLPE0%3D&Expires=1681154766&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
28,mcr_lter1_fringingreef_pole4-5_qu5_20080415.jpg,https://coralnet.ucsd.edu/image/2856157/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/s25jc1s75f.jpg?Signature=jPqWupIjoVZMp9vjO%2B%2BpFxOUW3k%3D&Expires=1681154766&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
29,mcr_lter1_fringingreef_pole4-5_qu6_20080415.jpg,https://coralnet.ucsd.edu/image/2856151/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/wo6h4ut2ek.jpg?Signature=snwLUie5lvINRmo9Sa45eQRBbzI%3D&Expires=1681154766&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
30,mcr_lter1_fringingreef_pole4-5_qu7_20080415.jpg,https://coralnet.ucsd.edu/image/2856147/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/s6wyzszfsx.jpg?Signature=BZxQjU6Fc53jZD6wntCvHYcTDHo%3D&Expires=1681154767&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
31,mcr_lter1_fringingreef_pole4-5_qu8_20080415.jpg,https://coralnet.ucsd.edu/image/2856141/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/peprm5s5zj.jpg?Signature=q8xNQCNh9V3NDmPGQ%2BRXZtvrSOk%3D&Expires=1681154767&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
32,mcr_lter1_fringingreef_pole5-6_qu1_20080415.jpg,https://coralnet.ucsd.edu/image/2856134/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/jbf0pq4zj3.jpg?Signature=WlguyhftYvtXB9FBUpSY6E%2BQXu4%3D&Expires=1681154767&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
33,mcr_lter1_fringingreef_pole5-6_qu2_20080415.jpg,https://coralnet.ucsd.edu/image/2856129/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/rxa0oe00ib.jpg?Signature=FXP%2FSS7Qa1qaWDqdQYEY00ksUSk%3D&Expires=1681154767&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
34,mcr_lter1_fringingreef_pole5-6_qu3_20080415.jpg,https://coralnet.ucsd.edu/image/2856124/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/upkrvzrlrl.jpg?Signature=zQDlqMjqA0VAcsOUa9wu63v10Ys%3D&Expires=1681154767&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
35,mcr_lter1_fringingreef_pole5-6_qu4_20080415.jpg,https://coralnet.ucsd.edu/image/2856121/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/rai0q1i24v.jpg?Signature=lHSA1lA8fvAp%2BnWf%2BRtRbDIHF40%3D&Expires=1681154767&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
36,mcr_lter1_fringingreef_pole5-6_qu5_20080415.jpg,https://coralnet.ucsd.edu/image/2856117/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/uip30pdi8e.jpg?Signature=mvFQuDE%2FxkO4BFcGBj0BoX%2FSQU4%3D&Expires=1681154768&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
37,mcr_lter1_fringingreef_pole5-6_qu6_20080415.jpg,https://coralnet.ucsd.edu/image/2856113/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/137vngm1uz.jpg?Signature=%2FP%2BOjICEZWTWcoS%2F8h9t9xbm6yE%3D&Expires=1681154768&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
38,mcr_lter1_fringingreef_pole5-6_qu7_20080415.jpg,https://coralnet.ucsd.edu/image/2856109/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/wry8xbuhq6.jpg?Signature=Y4hC7%2FIrNslmeARvd8ejZQWHpzo%3D&Expires=1681154768&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
39,mcr_lter1_fringingreef_pole5-6_qu8_20080415.jpg,https://coralnet.ucsd.edu/image/2856105/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/v0uo9r6tch.jpg?Signature=1Thp2uK0MTiuyIROTwfJEIBn%2BEo%3D&Expires=1681154769&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
40,mcr_lter1_out10m_pole1-2_qu1_20080402.jpg,https://coralnet.ucsd.edu/image/2856102/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/5p7hon7xnq.jpg?Signature=p%2Brwqu%2FAd0HBjfUsRM4drmlle9w%3D&Expires=1681154769&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
41,mcr_lter1_out10m_pole1-2_qu2_20080402.jpg,https://coralnet.ucsd.edu/image/2856097/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/xdntxfe00g.jpg?Signature=0rDiBcB93OQRbf82snEATkPI4%2FU%3D&Expires=1681154769&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
42,mcr_lter1_out10m_pole1-2_qu3_20080402.jpg,https://coralnet.ucsd.edu/image/2856092/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/rd4nzd4xnd.jpg?Signature=LzSosVnaCIm2YUznDQpM7KRcH4I%3D&Expires=1681154769&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
43,mcr_lter1_out10m_pole1-2_qu4_20080402.jpg,https://coralnet.ucsd.edu/image/2856087/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/47pyfegghr.jpg?Signature=2gzWrqIPcglnpM3IHlZ0iK834E0%3D&Expires=1681154769&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
44,mcr_lter1_out10m_pole1-2_qu5_20080402.jpg,https://coralnet.ucsd.edu/image/2856080/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/f547nzck33.jpg?Signature=ZDeXz%2FmItSpOGpxQr%2B8oSJ4e8Rg%3D&Expires=1681154770&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
45,mcr_lter1_out10m_pole1-2_qu6_20080402.jpg,https://coralnet.ucsd.edu/image/2856074/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/wfan3chx03.jpg?Signature=P8Cvc8jR%2BmfJlkhZueKIgsolIfU%3D&Expires=1681154770&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
46,mcr_lter1_out10m_pole1-2_qu7_20080402.jpg,https://coralnet.ucsd.edu/image/2856069/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/vu8t8yfq1z.jpg?Signature=ByO1rMKSOHL4h6okamjyqgaoMhg%3D&Expires=1681154770&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
47,mcr_lter1_out10m_pole1-2_qu8_20080402.jpg,https://coralnet.ucsd.edu/image/2856063/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/bdw9xbe73h.jpg?Signature=FPnrHviBAvQGOM9N6dTjgMwO4%2BU%3D&Expires=1681154770&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
48,mcr_lter1_out10m_pole2-3_qu1_20080403.jpg,https://coralnet.ucsd.edu/image/2856057/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/94bz0h4268.jpg?Signature=ImWRIdYplLpLWAXhXA1MCAib0j4%3D&Expires=1681154772&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
49,mcr_lter1_out10m_pole2-3_qu2_20080403.jpg,https://coralnet.ucsd.edu/image/2856050/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/adk7v9zymm.jpg?Signature=Qv9SDvIccdxOONAN96%2FfbC7FH94%3D&Expires=1681154772&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
50,mcr_lter1_out10m_pole2-3_qu3_20080403.jpg,https://coralnet.ucsd.edu/image/2856042/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ui1rzayih7.jpg?Signature=SnlzfjNxXvtAevzoP3Xkw57Ns6U%3D&Expires=1681154773&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
51,mcr_lter1_out10m_pole2-3_qu4_20080403.jpg,https://coralnet.ucsd.edu/image/2856038/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/kaswt0fypc.jpg?Signature=lqT96dIe%2BMmEBxbmKMOyBFoR4Ik%3D&Expires=1681154773&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
52,mcr_lter1_out10m_pole2-3_qu5_20080403.jpg,https://coralnet.ucsd.edu/image/2856033/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/rd5ascmgsc.jpg?Signature=20vpucafT5ocA3KQrqClGXEH4b8%3D&Expires=1681154773&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
53,mcr_lter1_out10m_pole2-3_qu6_20080403.jpg,https://coralnet.ucsd.edu/image/2856029/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/f4ji4vrxjf.jpg?Signature=Uvo3IJ8dLVY7J%2Bhvkx%2Fx7OyZbso%3D&Expires=1681154773&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
54,mcr_lter1_out10m_pole2-3_qu7_20080403.jpg,https://coralnet.ucsd.edu/image/2856026/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/arh8w1i3jw.jpg?Signature=4xhVq6rEh5VlLpDv%2F5EYLf1uilw%3D&Expires=1681154773&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
55,mcr_lter1_out10m_pole2-3_qu8_20080403.jpg,https://coralnet.ucsd.edu/image/2856022/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ynsvc82wvu.jpg?Signature=keLLmi6ac7AWdLpNozrdWCQf1Rc%3D&Expires=1681154773&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
56,mcr_lter1_out10m_pole3-4_qu1_20080403.jpg,https://coralnet.ucsd.edu/image/2856017/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/fg4ci34iej.jpg?Signature=31tzWFYTxE14yy9lCbaQ6BVx9Zo%3D&Expires=1681154774&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
57,mcr_lter1_out10m_pole3-4_qu2_20080403.jpg,https://coralnet.ucsd.edu/image/2856012/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/1i87rm5x0p.jpg?Signature=OaH6FPOVKE1EPFvxhIr5LVLgc28%3D&Expires=1681154774&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
58,mcr_lter1_out10m_pole3-4_qu3_20080403.jpg,https://coralnet.ucsd.edu/image/2856008/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/rp90wz5kfe.jpg?Signature=OBNdVt%2FRVVuUcW%2FqrAOl%2FKQVcWg%3D&Expires=1681154774&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
59,mcr_lter1_out10m_pole3-4_qu4_20080403.jpg,https://coralnet.ucsd.edu/image/2856002/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ysyw1zzbc9.jpg?Signature=NBIR3EGkStAaLcmSPnDpcYbPqYA%3D&Expires=1681154774&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
60,mcr_lter1_out10m_pole3-4_qu5_20080403.jpg,https://coralnet.ucsd.edu/image/2855996/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/7i5hu1giym.jpg?Signature=vH%2FD%2BWKG6y5KzGUZDi7CUc3pwEo%3D&Expires=1681154774&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
61,mcr_lter1_out10m_pole3-4_qu6_20080403.jpg,https://coralnet.ucsd.edu/image/2855990/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/px5gd8zmq0.jpg?Signature=EJbNfnYV%2FkeJXyQQxWK2j0K8LGA%3D&Expires=1681154775&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
62,mcr_lter1_out10m_pole4-5_qu1_20080403.jpg,https://coralnet.ucsd.edu/image/2855984/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/fuwide0suy.jpg?Signature=yLtBslr%2FdHvWPBu4Lrk%2FwtJNaB0%3D&Expires=1681154775&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
63,mcr_lter1_out10m_pole4-5_qu2_20080403.jpg,https://coralnet.ucsd.edu/image/2855978/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/k0rp7ju3ra.jpg?Signature=1XjITaAJw4QK1hpjKWJPlhT1hBs%3D&Expires=1681154775&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
64,mcr_lter1_out10m_pole4-5_qu3_20080403.jpg,https://coralnet.ucsd.edu/image/2855969/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ywnw9j7aiv.jpg?Signature=M17bdirWRSx5ts48J696K5JNfVQ%3D&Expires=1681154775&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
65,mcr_lter1_out10m_pole4-5_qu4_20080403.jpg,https://coralnet.ucsd.edu/image/2855960/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/fb82v7rdfl.jpg?Signature=8J8vEZYeO%2BqqERN%2FQDGFlrYEWJc%3D&Expires=1681154775&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
66,mcr_lter1_out10m_pole4-5_qu5_20080403.jpg,https://coralnet.ucsd.edu/image/2855950/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/gi0tn2c13b.jpg?Signature=DCU40M2ANB6prlhgc0MU6RZrGMM%3D&Expires=1681154775&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
67,mcr_lter1_out10m_pole4-5_qu6_20080403.jpg,https://coralnet.ucsd.edu/image/2855946/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/foxr16jrrv.jpg?Signature=lf9dVcnb3vyhT%2Bno%2Bp8GyxWq65M%3D&Expires=1681154776&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
68,mcr_lter1_out10m_pole4-5_qu7_20080403.jpg,https://coralnet.ucsd.edu/image/2855941/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/zgvstt4mkg.jpg?Signature=KmOHmqM5FSZvXZFAGRrpj3bBrlA%3D&Expires=1681154776&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
69,mcr_lter1_out10m_pole4-5_qu8_20080403.jpg,https://coralnet.ucsd.edu/image/2855937/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/yr6hohhzza.jpg?Signature=mdnQUDknVbOYFUlN8Af4IpCREZU%3D&Expires=1681154776&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
70,mcr_lter1_out10m_pole5-6_qu1_20080403.jpg,https://coralnet.ucsd.edu/image/2855933/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/3nphiyo5nl.jpg?Signature=KQF92P5mRK00XPdjU%2Fpo8%2BY1kKs%3D&Expires=1681154776&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
71,mcr_lter1_out10m_pole5-6_qu2_20080403.jpg,https://coralnet.ucsd.edu/image/2855928/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/iy6zrsx7fr.jpg?Signature=CdAFnRaeVplWFgjrj20cUlf3zcg%3D&Expires=1681154776&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
72,mcr_lter1_out10m_pole5-6_qu3_20080403.jpg,https://coralnet.ucsd.edu/image/2855924/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/k9gkf1sc78.jpg?Signature=7N1ERVx9R8cZl8eWKvpkGiSH6%2Fo%3D&Expires=1681154777&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
73,mcr_lter1_out10m_pole5-6_qu4_20080403.jpg,https://coralnet.ucsd.edu/image/2855921/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/b4pcm5p7sh.jpg?Signature=PReoTWCKQO0TiNnPt5EHUR27fZc%3D&Expires=1681154777&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
74,mcr_lter1_out10m_pole5-6_qu5_20080403.jpg,https://coralnet.ucsd.edu/image/2855915/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/cm606ebv5x.jpg?Signature=UV%2Fo1bwh%2FljORhWefC5dz3fd%2FtI%3D&Expires=1681154777&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
75,mcr_lter1_out10m_pole5-6_qu6_20080403.jpg,https://coralnet.ucsd.edu/image/2855911/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/icviutlrh6.jpg?Signature=apjr54OAPrezuCCuaRBrzkKzZxI%3D&Expires=1681154778&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
76,mcr_lter1_out10m_pole5-6_qu7_20080403.jpg,https://coralnet.ucsd.edu/image/2855907/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/x1nq2i0eki.jpg?Signature=qZ16wykfxGyML%2F6UZLvp6SS%2BS4Y%3D&Expires=1681154778&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
77,mcr_lter1_out10m_pole5-6_qu8_20080403.jpg,https://coralnet.ucsd.edu/image/2855903/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/f6wfwmt4u3.jpg?Signature=omB3stKx5PT0hqfsMTXgq9bo0U8%3D&Expires=1681154780&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
78,mcr_lter1_out17m_pole1-2_qu1_20080411.jpg,https://coralnet.ucsd.edu/image/2855899/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/b3jkwkorpr.jpg?Signature=XCeZ9smt5mbMAqJPinWYmfNkY7U%3D&Expires=1681154780&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
79,mcr_lter1_out17m_pole1-2_qu2_20080411.jpg,https://coralnet.ucsd.edu/image/2855896/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ba7m49k7dt.jpg?Signature=1WeahWpFcvJ6LKjdeKEXxKV875g%3D&Expires=1681154781&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
