,Source_ID,Source_Name,Source_URL
108,3172,Capstone 2022,https://coralnet.ucsd.edu/source/3172/
109,3704,Capstone 2023,https://coralnet.ucsd.edu/source/3704/
110,3363,carib,https://coralnet.ucsd.edu/source/3363/
111,3552,carib_bbb5,https://coralnet.ucsd.edu/source/3552/
112,3465,Caribbean bitbybit 2,https://coralnet.ucsd.edu/source/3465/
113,3446,carib_bitbybit,https://coralnet.ucsd.edu/source/3446/
114,3444,carib_colpophyllia,https://coralnet.ucsd.edu/source/3444/
115,3443,carib_diploria,https://coralnet.ucsd.edu/source/3443/
116,3442,carib_montastrea,https://coralnet.ucsd.edu/source/3442/
117,3441,carib_orbicella,https://coralnet.ucsd.edu/source/3441/
118,3438,carib_porites,https://coralnet.ucsd.edu/source/3438/
119,3439,carib_siderastrea,https://coralnet.ucsd.edu/source/3439/
120,2455,Carolyn Hudson,https://coralnet.ucsd.edu/source/2455/
121,2453,Casidhe T Mahuka,https://coralnet.ucsd.edu/source/2453/
122,1718,Catalina Community Surveys,https://coralnet.ucsd.edu/source/1718/
123,57,Catlin.Seaview.Survey_Coral.Sea_south,https://coralnet.ucsd.edu/source/57/
124,3479,cb3,https://coralnet.ucsd.edu/source/3479/
125,3545,cb4,https://coralnet.ucsd.edu/source/3545/
126,3559,cb5,https://coralnet.ucsd.edu/source/3559/
127,3091,cen_solomon,https://coralnet.ucsd.edu/source/3091/
128,2821,Central Karimunjawa Park,https://coralnet.ucsd.edu/source/2821/
129,1991,"Chabahar Bay, Gulf of Oman",https://coralnet.ucsd.edu/source/1991/
130,3844,charlottehenderson,https://coralnet.ucsd.edu/source/3844/
131,4145,Chia Wei Chang,https://coralnet.ucsd.edu/source/4145/
132,2903,Chieh-Jhen Chen,https://coralnet.ucsd.edu/source/2903/
133,2825,Chinchorro,https://coralnet.ucsd.edu/source/2825/
134,1848,CleanAtlantic,https://coralnet.ucsd.edu/source/1848/
135,1514,C-Maiki,https://coralnet.ucsd.edu/source/1514/
136,3197,CN - Honduras (Training),https://coralnet.ucsd.edu/source/3197/
137,1353,Colby_Bermuda_19_TEST,https://coralnet.ucsd.edu/source/1353/
138,580,Colby Bermuda 2017,https://coralnet.ucsd.edu/source/580/
139,1357,Colby Bermuda 2019,https://coralnet.ucsd.edu/source/1357/
140,70,Colby_GrElCaCaMa,https://coralnet.ucsd.edu/source/70/
141,69,Colby JanPlan,https://coralnet.ucsd.edu/source/69/
142,3096,Colin Fichtner,https://coralnet.ucsd.edu/source/3096/
143,2671,com_comp_Kahe,https://coralnet.ucsd.edu/source/2671/
144,1695,Coral Coast Fiji,https://coralnet.ucsd.edu/source/1695/
145,3420,CoralNet,https://coralnet.ucsd.edu/source/3420/
146,2297,CoralNet_Assistance_Test_0921,https://coralnet.ucsd.edu/source/2297/
147,3060,CoralNet_training_2,https://coralnet.ucsd.edu/source/3060/
148,3061,CoralNet_training_3,https://coralnet.ucsd.edu/source/3061/
149,3295,Coral Reef analysis,https://coralnet.ucsd.edu/source/3295/
150,2971,Coral Reef Survey Imagery of James W. Porter in Jamaica 1976-1986,https://coralnet.ucsd.edu/source/2971/
151,1184,C.P,https://coralnet.ucsd.edu/source/1184/
152,3737,CPP_ROV,https://coralnet.ucsd.edu/source/3737/
153,4160,CRAG_AS,https://coralnet.ucsd.edu/source/4160/
154,1372,CREP- REA Calibration-NWHI,https://coralnet.ucsd.edu/source/1372/
155,372,CREP-REA HAWAII,https://coralnet.ucsd.edu/source/372/
156,1579,CREP-REA HAWAII_v2,https://coralnet.ucsd.edu/source/1579/
157,373,CREP-REA MARIANAS,https://coralnet.ucsd.edu/source/373/
158,1376,CREP-REA NWHI 2017 Tiny Photos,https://coralnet.ucsd.edu/source/1376/
159,295,CREP-REA SAMOA/PRIA,https://coralnet.ucsd.edu/source/295/
160,1097,CREP-REA SAMOA/PRIA Calibration,https://coralnet.ucsd.edu/source/1097/
161,1288,CREP-REA SAMOA/PRIA v2,https://coralnet.ucsd.edu/source/1288/
162,3054,Crescent Beach,https://coralnet.ucsd.edu/source/3054/
163,616,CtoC_DiveValidation,https://coralnet.ucsd.edu/source/616/
164,620,CtoC_SnorkelValidation,https://coralnet.ucsd.edu/source/620/
165,3414,curacao,https://coralnet.ucsd.edu/source/3414/
166,23,CVCE Bocas Del Toro Survey,https://coralnet.ucsd.edu/source/23/
167,3284,cvcvcv,https://coralnet.ucsd.edu/source/3284/
168,4229,CYCLE_ARMS,https://coralnet.ucsd.edu/source/4229/
169,1982,Cymodocea nodosa,https://coralnet.ucsd.edu/source/1982/
170,3084,Danger Island,https://coralnet.ucsd.edu/source/3084/
171,3111,Daniel Labbe,https://coralnet.ucsd.edu/source/3111/
172,1900,DarkCleanAtlantic,https://coralnet.ucsd.edu/source/1900/
173,3448,depper,https://coralnet.ucsd.edu/source/3448/
174,842,Derwent seagrasses,https://coralnet.ucsd.edu/source/842/
175,697,Dhandhoo marine,https://coralnet.ucsd.edu/source/697/
176,3768,Diadema surveys,https://coralnet.ucsd.edu/source/3768/
177,3785,DLAB tile assessment,https://coralnet.ucsd.edu/source/3785/
178,3722,DLAB Tile Assessment,https://coralnet.ucsd.edu/source/3722/
179,4017,Dominica Macouba Reef NtoS Plateau,https://coralnet.ucsd.edu/source/4017/
180,4016,Dominica Macouba Reef SW Knoll Deep Vertical,https://coralnet.ucsd.edu/source/4016/
181,4015,Dominica Macouba Reef SW Knoll Plateau,https://coralnet.ucsd.edu/source/4015/
182,3771,Dominica_SSMR,https://coralnet.ucsd.edu/source/3771/
183,2922,Drop Cam characterization,https://coralnet.ucsd.edu/source/2922/
184,3470,dumby,https://coralnet.ucsd.edu/source/3470/
185,1767,DUML,https://coralnet.ucsd.edu/source/1767/
186,4176,Ecocamp,https://coralnet.ucsd.edu/source/4176/
187,3797,EEC,https://coralnet.ucsd.edu/source/3797/
188,3862,EEC North,https://coralnet.ucsd.edu/source/3862/
189,2856,EF-G-FullMosaics,https://coralnet.ucsd.edu/source/2856/
190,3791,Elhe Black,https://coralnet.ucsd.edu/source/3791/
191,3833,Elise Hawaii 201511,https://coralnet.ucsd.edu/source/3833/
192,3863,Elise Hawaii 201606,https://coralnet.ucsd.edu/source/3863/
193,3550,Elizabeth Kroger,https://coralnet.ucsd.edu/source/3550/
194,3840,EmiAprAbyJulMikMol,https://coralnet.ucsd.edu/source/3840/
195,3171,Emily Dunn,https://coralnet.ucsd.edu/source/3171/
196,3409,Emily Esplandiu,https://coralnet.ucsd.edu/source/3409/
197,1274,Emily Renkey,https://coralnet.ucsd.edu/source/1274/
198,3906,EmiMikAprJulAbbNew,https://coralnet.ucsd.edu/source/3906/
199,3842,EMoellenhoff1,https://coralnet.ucsd.edu/source/3842/
200,3068,Endless Summer Anchor Damage Site,https://coralnet.ucsd.edu/source/3068/
201,1546,Ensenada lobster project,https://coralnet.ucsd.edu/source/1546/
202,3346,Entremarés Arraial do Cabo,https://coralnet.ucsd.edu/source/3346/
203,1432,ES244_2019,https://coralnet.ucsd.edu/source/1432/
204,428,ES244_ClassExercise,https://coralnet.ucsd.edu/source/428/
205,3336,ESD_MARIANA_2022_BIA_Calibration,https://coralnet.ucsd.edu/source/3336/
206,3371,ESD_REA_MARIANA_v2,https://coralnet.ucsd.edu/source/3371/
207,747,Espiritu Santo-Xcalak,https://coralnet.ucsd.edu/source/747/
208,3531,Estela,https://coralnet.ucsd.edu/source/3531/
209,3611,Evelyn's IA,https://coralnet.ucsd.edu/source/3611/
210,4115,EXAMPLE - MORE ANNOTATION,https://coralnet.ucsd.edu/source/4115/
211,1356,Extiles_Test,https://coralnet.ucsd.edu/source/1356/
212,3419,Faga'alu(8/9/22)_ReefFlat,https://coralnet.ucsd.edu/source/3419/
213,2170,Fairlight 2009 kelps,https://coralnet.ucsd.edu/source/2170/
214,2172,fairlight 2014,https://coralnet.ucsd.edu/source/2172/
215,3528,Fernanda,https://coralnet.ucsd.edu/source/3528/
216,1578,Fiji_Ovalua_GSR,https://coralnet.ucsd.edu/source/1578/
217,1519,Fish Cages,https://coralnet.ucsd.edu/source/1519/
218,3083,Fix_Lancaster project,https://coralnet.ucsd.edu/source/3083/
219,4235,FK_photo-mosaics,https://coralnet.ucsd.edu/source/4235/
220,299,"Fushivelavaru, Noonu atoll surveying",https://coralnet.ucsd.edu/source/299/
221,1835,Galapagos,https://coralnet.ucsd.edu/source/1835/
222,3078,getwrecked,https://coralnet.ucsd.edu/source/3078/
223,2371,GEV4320: Oceans in the Anthropocene,https://coralnet.ucsd.edu/source/2371/
224,2557,gfbgfn,https://coralnet.ucsd.edu/source/2557/
225,3220,Global Search,https://coralnet.ucsd.edu/source/3220/
226,2822,Glover's Reef,https://coralnet.ucsd.edu/source/2822/
227,3867,GMM_North_Bermuda,https://coralnet.ucsd.edu/source/3867/
228,3866,GMM_South_Bermuda,https://coralnet.ucsd.edu/source/3866/
229,3329,Goat Island S1T2,https://coralnet.ucsd.edu/source/3329/
230,2994,Green island,https://coralnet.ucsd.edu/source/2994/
231,648,"Group 4 (Taylor, Hannah, Tanner)",https://coralnet.ucsd.edu/source/648/
232,2236,GRT_Mada,https://coralnet.ucsd.edu/source/2236/
233,3653,Guam Habitat Mapping,https://coralnet.ucsd.edu/source/3653/
234,2835,Guam_NAVAC_DoD_21,https://coralnet.ucsd.edu/source/2835/
235,2765,G_Walls_StFX,https://coralnet.ucsd.edu/source/2765/
236,3871,HACP,https://coralnet.ucsd.edu/source/3871/
237,3099,Haley Ache,https://coralnet.ucsd.edu/source/3099/
238,3080,Halle and Serena,https://coralnet.ucsd.edu/source/3080/
239,1944,"Halophila in the North Beach, Eilat",https://coralnet.ucsd.edu/source/1944/
240,2886,Hamad New,https://coralnet.ucsd.edu/source/2886/
241,1598,Hamid Rezai,https://coralnet.ucsd.edu/source/1598/
242,2131,Hanan Shafeeg,https://coralnet.ucsd.edu/source/2131/
243,3966,hannah 02,https://coralnet.ucsd.edu/source/3966/
244,1986,Harry Rabin,https://coralnet.ucsd.edu/source/1986/
245,3308,Hastings reef,https://coralnet.ucsd.edu/source/3308/
246,3374,Hawaii_Kaapuna,https://coralnet.ucsd.edu/source/3374/
247,3377,Hawaii_Kawaihae,https://coralnet.ucsd.edu/source/3377/
248,3378,Hawaii_Laaloa,https://coralnet.ucsd.edu/source/3378/
249,3376,Hawaii_Laupahoehoe,https://coralnet.ucsd.edu/source/3376/
250,3373,Hawaii_Leleiwi,https://coralnet.ucsd.edu/source/3373/
251,3375,Hawaii_Nenue,https://coralnet.ucsd.edu/source/3375/
252,1745,Hbay,https://coralnet.ucsd.edu/source/1745/
253,3449,Heather Singleton,https://coralnet.ucsd.edu/source/3449/
254,3090,heck ya,https://coralnet.ucsd.edu/source/3090/
255,3100,heckya2,https://coralnet.ucsd.edu/source/3100/
256,2528,Henbadhoo,https://coralnet.ucsd.edu/source/2528/
257,1272,Henry Locke,https://coralnet.ucsd.edu/source/1272/
258,1773,Heron Island 2020,https://coralnet.ucsd.edu/source/1773/
259,2480,HIMB Coral Nursery,https://coralnet.ucsd.edu/source/2480/
260,4088,HI_QUEST,https://coralnet.ucsd.edu/source/4088/
261,3746,Hive corals,https://coralnet.ucsd.edu/source/3746/
262,450,HLO GSL,https://coralnet.ucsd.edu/source/450/
263,2001,Hoi Ha,https://coralnet.ucsd.edu/source/2001/
264,2222,Hormosira clearing experiment,https://coralnet.ucsd.edu/source/2222/
265,3688,Hospital Point,https://coralnet.ucsd.edu/source/3688/
266,3798,HR_AustralianCoastalReef,https://coralnet.ucsd.edu/source/3798/
267,3536,Ib,https://coralnet.ucsd.edu/source/3536/
268,2050,Ike Wai Marine Science,https://coralnet.ucsd.edu/source/2050/
269,3069,Images_23/02_P1,https://coralnet.ucsd.edu/source/3069/
270,3087,Images_23/02_P2,https://coralnet.ucsd.edu/source/3087/
271,1789,Indian River Lagoon,https://coralnet.ucsd.edu/source/1789/
272,3119,inshore1,https://coralnet.ucsd.edu/source/3119/
273,3121,Inshore BJ,https://coralnet.ucsd.edu/source/3121/
274,3928,Inshore Reef Transect,https://coralnet.ucsd.edu/source/3928/
275,1588,INSITU 2019,https://coralnet.ucsd.edu/source/1588/
276,3728,Invasive Species Galapagos,https://coralnet.ucsd.edu/source/3728/
277,2414,Invasive sponges,https://coralnet.ucsd.edu/source/2414/
278,3485,Ioanna,https://coralnet.ucsd.edu/source/3485/
279,3752,Irene,https://coralnet.ucsd.edu/source/3752/
280,3488,Irene Acquafredda,https://coralnet.ucsd.edu/source/3488/
281,2969,"Iriona, Colón",https://coralnet.ucsd.edu/source/2969/
282,3191,isabel,https://coralnet.ucsd.edu/source/3191/
283,3357,island wide,https://coralnet.ucsd.edu/source/3357/
284,307,Israel Monitoring program,https://coralnet.ucsd.edu/source/307/
285,2384,IvorKSA,https://coralnet.ucsd.edu/source/2384/
286,2823,Jade and Maddy,https://coralnet.ucsd.edu/source/2823/
287,3848,Jake.and.Elia,https://coralnet.ucsd.edu/source/3848/
288,3884,J_Biol319,https://coralnet.ucsd.edu/source/3884/
289,3079,Jenny_Kayla,https://coralnet.ucsd.edu/source/3079/
290,3883,Jess2_Biol319,https://coralnet.ucsd.edu/source/3883/
291,3859,Jess_319Lab,https://coralnet.ucsd.edu/source/3859/
292,3480,Jessica Tierney,https://coralnet.ucsd.edu/source/3480/
293,1669,Jess n Ricki,https://coralnet.ucsd.edu/source/1669/
294,3684,jonathan,https://coralnet.ucsd.edu/source/3684/
295,1270,Josiah Johnson,https://coralnet.ucsd.edu/source/1270/
296,3483,Julia Paul,https://coralnet.ucsd.edu/source/3483/
297,554,Kahekili,https://coralnet.ucsd.edu/source/554/
298,3362,KAHO_SfM_2022Analyses,https://coralnet.ucsd.edu/source/3362/
299,2672,KAHO_SfM_Sites,https://coralnet.ucsd.edu/source/2672/
300,3945,Kai_Hansen_Biol321_2023,https://coralnet.ucsd.edu/source/3945/
301,3735,Kai Kopecky (alternate),https://coralnet.ucsd.edu/source/3735/
302,3006,Kaneohe PQ Group A,https://coralnet.ucsd.edu/source/3006/
303,3565,kate_chris_example,https://coralnet.ucsd.edu/source/3565/
304,1271,Katherine King,https://coralnet.ucsd.edu/source/1271/
305,1276,Katie Senechal,https://coralnet.ucsd.edu/source/1276/
306,2855,Kauaʻi_Hanalei,https://coralnet.ucsd.edu/source/2855/
307,2871,Kauaʻi_Hoʻai,https://coralnet.ucsd.edu/source/2871/
308,2870,Kauaʻi_Limahuli,https://coralnet.ucsd.edu/source/2870/
309,2872,Kauaʻi_Miloliʻi,https://coralnet.ucsd.edu/source/2872/
310,2873,Kauaʻi_Nuʻalolo,https://coralnet.ucsd.edu/source/2873/
311,2857,Kauaʻi_Pilaʻa,https://coralnet.ucsd.edu/source/2857/
312,3095,Kaylee and Yasmine,https://coralnet.ucsd.edu/source/3095/
313,2836,K-BayCapstone,https://coralnet.ucsd.edu/source/2836/
314,2457,KDSC-Holmes,https://coralnet.ucsd.edu/source/2457/
315,3097,Keegan Thomas,https://coralnet.ucsd.edu/source/3097/
316,2088,Kelp,https://coralnet.ucsd.edu/source/2088/
317,3680,Kelp Forest Understory,https://coralnet.ucsd.edu/source/3680/
318,2221,Kelsey Carter,https://coralnet.ucsd.edu/source/2221/
319,1554,"Kinnet, Eilat",https://coralnet.ucsd.edu/source/1554/
320,172,Kiritimati_SIO138_class1,https://coralnet.ucsd.edu/source/172/
321,173,Kiritimati_SIO138_class2,https://coralnet.ucsd.edu/source/173/
322,174,Kiritimati_SIO138_class3,https://coralnet.ucsd.edu/source/174/
323,2324,Kir Nani Corals,https://coralnet.ucsd.edu/source/2324/
324,4232,klutest1,https://coralnet.ucsd.edu/source/4232/
325,3092,KnifeReef,https://coralnet.ucsd.edu/source/3092/
326,3588,Koloa Landing 2017 Permanent transects,https://coralnet.ucsd.edu/source/3588/
327,3589,Koloa Landing 2022-23 Random Transects,https://coralnet.ucsd.edu/source/3589/
328,2829,Koloa Landing 2022 Permanent Transects,https://coralnet.ucsd.edu/source/2829/
329,3018,Kona SGD,https://coralnet.ucsd.edu/source/3018/
330,3663,KP - HS - June 2022,https://coralnet.ucsd.edu/source/3663/
331,3135,KS_BIOL319_B02,https://coralnet.ucsd.edu/source/3135/
332,3088,KT_B319_coral_lab,https://coralnet.ucsd.edu/source/3088/
333,2286,Kulbul,https://coralnet.ucsd.edu/source/2286/
334,2456,Kuranda 1,https://coralnet.ucsd.edu/source/2456/
335,3093,Kyla_Shae_Isabelle,https://coralnet.ucsd.edu/source/3093/
336,3393,Laehala,https://coralnet.ucsd.edu/source/3393/
337,2263,La Perla,https://coralnet.ucsd.edu/source/2263/
338,2208,La Sagesse Channel Reef,https://coralnet.ucsd.edu/source/2208/
339,2162,Leah Harper,https://coralnet.ucsd.edu/source/2162/
340,2824,Lembeh_Strait,https://coralnet.ucsd.edu/source/2824/
341,3857,leodhaismac,https://coralnet.ucsd.edu/source/3857/
342,3349,LH CBC 2019-2022,https://coralnet.ucsd.edu/source/3349/
343,3930,Liam Tijou Reef 2012-2014-2016,https://coralnet.ucsd.edu/source/3930/
344,3804,Lindsay,https://coralnet.ucsd.edu/source/3804/
345,1545,Little Cayman,https://coralnet.ucsd.edu/source/1545/
346,4091,Little Cayman MarineGEO,https://coralnet.ucsd.edu/source/4091/
347,3984,Little Horseshoe 2,https://coralnet.ucsd.edu/source/3984/
348,1776,Lizard v. Heron 2019,https://coralnet.ucsd.edu/source/1776/
349,3931,Mack_Hawaii2015,https://coralnet.ucsd.edu/source/3931/
350,3837,Maddie S,https://coralnet.ucsd.edu/source/3837/
351,3137,Maddy Hawaii,https://coralnet.ucsd.edu/source/3137/
352,3705,Madeleine Ward,https://coralnet.ucsd.edu/source/3705/
353,3028,Mahukona,https://coralnet.ucsd.edu/source/3028/
354,1268,Mairead Farrell,https://coralnet.ucsd.edu/source/1268/
355,3490,Maison,https://coralnet.ucsd.edu/source/3490/
356,3499,mal100,https://coralnet.ucsd.edu/source/3499/
357,3583,malagain,https://coralnet.ucsd.edu/source/3583/
358,3456,Maldives 2.0,https://coralnet.ucsd.edu/source/3456/
359,2795,Maldives_2021,https://coralnet.ucsd.edu/source/2795/
360,3401,Maldives_2022,https://coralnet.ucsd.edu/source/3401/
361,3546,maldives_bbb4,https://coralnet.ucsd.edu/source/3546/
362,3555,maldives_bbb5,https://coralnet.ucsd.edu/source/3555/
363,3573,maldives_bbb6,https://coralnet.ucsd.edu/source/3573/
364,3466,Maldives_bitbybit,https://coralnet.ucsd.edu/source/3466/
365,3497,Maldives_bitbybit3,https://coralnet.ucsd.edu/source/3497/
366,3416,maldives_check2020,https://coralnet.ucsd.edu/source/3416/
367,3417,maldives_check2021,https://coralnet.ucsd.edu/source/3417/
368,3460,Maldives_Katie,https://coralnet.ucsd.edu/source/3460/
369,3421,maldives_theirs2,https://coralnet.ucsd.edu/source/3421/
370,3102,Maldives v BIOT,https://coralnet.ucsd.edu/source/3102/
371,3098,Maldives vs BIOT,https://coralnet.ucsd.edu/source/3098/
372,3273,Mansoor Jan,https://coralnet.ucsd.edu/source/3273/
373,3537,Mariana Acipreste,https://coralnet.ucsd.edu/source/3537/
374,376,MarineGEO Belize,https://coralnet.ucsd.edu/source/376/
375,793,MarineGEO Hong Kong,https://coralnet.ucsd.edu/source/793/
376,3263,Masonboro Inlet North Jetty,https://coralnet.ucsd.edu/source/3263/
377,3893,Matt Bakken BIOL 319,https://coralnet.ucsd.edu/source/3893/
378,2715,Maui_Honolua,https://coralnet.ucsd.edu/source/2715/
379,2860,Maui_Kahekili,https://coralnet.ucsd.edu/source/2860/
380,2864,Maui_Kanahena Bay,https://coralnet.ucsd.edu/source/2864/
381,2865,Maui_Kanahena Pt.,https://coralnet.ucsd.edu/source/2865/
382,2862,Maui_Maalaea,https://coralnet.ucsd.edu/source/2862/
383,2859,Maui_Mahinahina,https://coralnet.ucsd.edu/source/2859/
