Name,Row,Column,Label,Long Label,Patch Size
T_S04857.jpg,525,116,Coral,Coral,112
T_S04857.jpg,1342,116,Coral,Coral,112
T_S04857.jpg,1445,345,Coral,Coral,112
T_S04857.jpg,1497,487,Coral,Coral,112
T_S04857.jpg,150,134,DVR,DVR,112
T_S04857.jpg,157,205,DVR,DVR,112
T_S04857.jpg,157,267,DVR,DVR,112
T_S04857.jpg,166,349,DVR,DVR,112
T_S04857.jpg,150,427,DVR,DVR,112
T_S04857.jpg,150,445,DVR,DVR,112
T_S04857.jpg,166,402,DVR,DVR,112
T_S04857.jpg,169,329,DVR,DVR,112
T_S04857.jpg,155,267,DVR,DVR,112
T_S04857.jpg,169,205,DVR,DVR,112
T_S04857.jpg,144,171,DVR,DVR,112
T_S04857.jpg,139,1440,DVR,DVR,112
T_S04857.jpg,144,1502,DVR,DVR,112
T_S04857.jpg,146,1561,DVR,DVR,112
T_S04857.jpg,141,1586,DVR,DVR,112
T_S04857.jpg,139,1673,DVR,DVR,112
T_S04857.jpg,141,1714,DVR,DVR,112
T_S04857.jpg,144,1765,DVR,DVR,112
T_S04857.jpg,137,1799,DVR,DVR,112
T_S04857.jpg,137,1811,DVR,DVR,112
T_S04857.jpg,121,1833,DVR,DVR,112
T_S04857.jpg,132,1765,DVR,DVR,112
T_S04857.jpg,123,1884,DVR,DVR,112
T_S04857.jpg,123,1344,DVR,DVR,112
T_S04857.jpg,116,599,DVR,DVR,112
T_S04857.jpg,121,567,DVR,DVR,112
T_S04857.jpg,128,544,DVR,DVR,112
T_S04857.jpg,132,528,DVR,DVR,112
T_S04857.jpg,134,509,DVR,DVR,112
T_S04857.jpg,137,493,DVR,DVR,112
T_S04857.jpg,1330,1113,NotCoral,NotCoral,112
T_S04857.jpg,1280,1115,NotCoral,NotCoral,112
T_S04857.jpg,1285,1035,NotCoral,NotCoral,112
T_S04857.jpg,1339,1079,NotCoral,NotCoral,112
T_S04857.jpg,1429,1012,NotCoral,NotCoral,112
T_S04857.jpg,1493,1047,NotCoral,NotCoral,112
T_S04857.jpg,1504,905,NotCoral,NotCoral,112
T_S04857.jpg,1504,825,NotCoral,NotCoral,112
T_S04857.jpg,1504,715,NotCoral,NotCoral,112
T_S04857.jpg,1472,1987,NotCoral,NotCoral,112
T_S04857.jpg,1328,2030,NotCoral,NotCoral,112
T_S04857.jpg,1497,1849,NotCoral,NotCoral,112
T_S04857.jpg,1093,612,NotCoral,NotCoral,112
T_S04857.jpg,768,116,NotCoral,NotCoral,112
T_S04858.jpg,1493,148,NotCoral,NotCoral,112
T_S04858.jpg,1440,141,NotCoral,NotCoral,112
T_S04858.jpg,1479,169,NotCoral,NotCoral,112
T_S04858.jpg,1504,214,NotCoral,NotCoral,112
T_S04858.jpg,1294,983,NotCoral,NotCoral,112
T_S04858.jpg,1273,1047,NotCoral,NotCoral,112
T_S04858.jpg,1287,1081,NotCoral,NotCoral,112
T_S04858.jpg,1481,768,NotCoral,NotCoral,112
T_S04858.jpg,1493,624,NotCoral,NotCoral,112
T_S04858.jpg,1481,578,NotCoral,NotCoral,112
T_S04858.jpg,1484,555,NotCoral,NotCoral,112
T_S04858.jpg,1500,2030,NotCoral,NotCoral,112
T_S04858.jpg,1449,2028,NotCoral,NotCoral,112
T_S04858.jpg,1367,1982,NotCoral,NotCoral,112
T_S04858.jpg,390,132,DVR,DVR,112
T_S04858.jpg,317,178,DVR,DVR,112
T_S04858.jpg,281,226,DVR,DVR,112
T_S04858.jpg,301,290,DVR,DVR,112
T_S04858.jpg,281,422,DVR,DVR,112
T_S04858.jpg,217,560,DVR,DVR,112
T_S04858.jpg,194,589,DVR,DVR,112
T_S04858.jpg,212,553,DVR,DVR,112
T_S04858.jpg,224,455,DVR,DVR,112
T_S04858.jpg,205,381,DVR,DVR,112
T_S04858.jpg,155,315,DVR,DVR,112
T_S04858.jpg,132,203,DVR,DVR,112
T_S04858.jpg,134,178,DVR,DVR,112
T_S04858.jpg,134,130,DVR,DVR,112
T_S04858.jpg,185,221,DVR,DVR,112
T_S04858.jpg,260,329,DVR,DVR,112
T_S04858.jpg,326,406,DVR,DVR,112
T_S04858.jpg,372,459,DVR,DVR,112
T_S04858.jpg,333,468,DVR,DVR,112
T_S04858.jpg,390,237,DVR,DVR,112
T_S04858.jpg,432,160,DVR,DVR,112
T_S04858.jpg,397,132,DVR,DVR,112
T_S04858.jpg,235,1632,DVR,DVR,112
T_S04858.jpg,210,1618,DVR,DVR,112
T_S04858.jpg,169,1618,DVR,DVR,112
T_S04858.jpg,176,1712,DVR,DVR,112
T_S04858.jpg,157,1824,DVR,DVR,112
T_S04858.jpg,148,1909,DVR,DVR,112
T_S04858.jpg,166,1973,DVR,DVR,112
T_S04858.jpg,228,2032,DVR,DVR,112
T_S04858.jpg,269,2035,DVR,DVR,112
T_S04858.jpg,301,1975,DVR,DVR,112
T_S04858.jpg,304,1902,DVR,DVR,112
T_S04858.jpg,308,1838,DVR,DVR,112
T_S04858.jpg,336,1758,DVR,DVR,112
T_S04858.jpg,308,1714,DVR,DVR,112
T_S04858.jpg,297,1666,DVR,DVR,112
T_S04858.jpg,230,1820,DVR,DVR,112
T_S04858.jpg,178,1925,DVR,DVR,112
T_S04858.jpg,157,1952,DVR,DVR,112
T_S04858.jpg,150,1918,DVR,DVR,112
T_S04858.jpg,112,1490,DVR,DVR,112
T_S04858.jpg,134,782,DVR,DVR,112
T_S04858.jpg,134,745,DVR,DVR,112
T_S04858.jpg,134,704,DVR,DVR,112
T_S04858.jpg,130,626,DVR,DVR,112
T_S04858.jpg,235,599,DVR,DVR,112
T_S04858.jpg,288,541,DVR,DVR,112
T_S04858.jpg,358,500,DVR,DVR,112
T_S04858.jpg,395,475,DVR,DVR,112
T_S04858.jpg,363,400,DVR,DVR,112
T_S04858.jpg,187,441,DVR,DVR,112
T_S04858.jpg,130,429,DVR,DVR,112
T_S04858.jpg,116,996,DVR,DVR,112
T_S04858.jpg,112,1214,DVR,DVR,112
T_S04858.jpg,166,1550,DVR,DVR,112
T_S04858.jpg,221,1785,DVR,DVR,112
T_S04858.jpg,249,1836,DVR,DVR,112
T_S04858.jpg,276,1865,DVR,DVR,112
T_S04858.jpg,313,1838,DVR,DVR,112
T_S04858.jpg,619,1026,Coral,Coral,112
T_S04858.jpg,576,1154,Coral,Coral,112
T_S04858.jpg,480,1266,Coral,Coral,112
T_S04858.jpg,422,1223,Coral,Coral,112
T_S04858.jpg,368,1054,Coral,Coral,112
T_S04858.jpg,322,1044,Coral,Coral,112
T_S04858.jpg,324,1024,Coral,Coral,112
T_S04858.jpg,358,955,Coral,Coral,112
T_S04858.jpg,429,880,Coral,Coral,112
T_S04858.jpg,482,825,Coral,Coral,112
T_S04858.jpg,544,768,Coral,Coral,112
T_S04858.jpg,583,733,Coral,Coral,112
T_S04858.jpg,642,717,Coral,Coral,112
T_S04858.jpg,704,713,Coral,Coral,112
T_S04858.jpg,793,736,Coral,Coral,112
T_S04858.jpg,871,786,Coral,Coral,112
T_S04858.jpg,967,859,Coral,Coral,112
T_S04858.jpg,1006,926,Coral,Coral,112
T_S04858.jpg,1040,1060,Coral,Coral,112
T_S04858.jpg,1008,1227,Coral,Coral,112
T_S04858.jpg,939,1383,Coral,Coral,112
T_S04858.jpg,882,1436,Coral,Coral,112
T_S04858.jpg,839,1440,Coral,Coral,112
T_S04858.jpg,740,1442,Coral,Coral,112
T_S04858.jpg,699,1456,Coral,Coral,112
T_S04858.jpg,571,1401,Coral,Coral,112
T_S04858.jpg,537,1397,Coral,Coral,112
T_S04858.jpg,452,1420,Coral,Coral,112
T_S04858.jpg,361,1353,Coral,Coral,112
T_S04858.jpg,345,1273,Coral,Coral,112
T_S04858.jpg,422,1189,Coral,Coral,112
T_S04858.jpg,541,1033,Coral,Coral,112
T_S04858.jpg,685,967,Coral,Coral,112
T_S04858.jpg,782,1010,Coral,Coral,112
T_S04858.jpg,793,1232,Coral,Coral,112
T_S04858.jpg,727,1227,Coral,Coral,112
T_S04858.jpg,530,1141,Coral,Coral,112
T_S04858.jpg,1243,628,Coral,Coral,112
T_S04858.jpg,1147,406,Coral,Coral,112
T_S04858.jpg,1374,377,Coral,Coral,112
T_S04858.jpg,1214,116,Coral,Coral,112
T_S04858.jpg,1049,114,Coral,Coral,112
T_S04858.jpg,889,418,Coral,Coral,112
T_S04858.jpg,969,541,Coral,Coral,112
T_S04858.jpg,1058,1993,Coral,Coral,112
T_S04858.jpg,1157,2028,Coral,Coral,112
T_S04858.jpg,816,1705,Coral,Coral,112
T_S04858.jpg,740,1721,Coral,Coral,112
T_S04858.jpg,674,281,Coral,Coral,112
T_S04858.jpg,658,441,Coral,Coral,112
T_S04858.jpg,1495,1008,Coral,Coral,112
T_S04858.jpg,1415,1392,Coral,Coral,112
T_S04858.jpg,1246,1344,Coral,Coral,112
T_S04858.jpg,1371,1545,Coral,Coral,112
T_S04858.jpg,1129,1580,Coral,Coral,112
T_S04858.jpg,1063,1859,Coral,Coral,112
T_S04859.jpg,403,277,DVR,DVR,112
T_S04859.jpg,465,120,DVR,DVR,112
T_S04859.jpg,485,81,DVR,DVR,112
T_S04859.jpg,501,76,DVR,DVR,112
T_S04859.jpg,463,147,DVR,DVR,112
T_S04859.jpg,421,289,DVR,DVR,112
T_S04859.jpg,369,360,DVR,DVR,112
T_S04859.jpg,371,449,DVR,DVR,112
T_S04859.jpg,389,483,DVR,DVR,112
T_S04859.jpg,392,499,DVR,DVR,112
T_S04859.jpg,318,613,DVR,DVR,112
T_S04859.jpg,250,632,DVR,DVR,112
T_S04859.jpg,220,661,DVR,DVR,112
T_S04859.jpg,211,696,DVR,DVR,112
T_S04859.jpg,179,762,DVR,DVR,112
T_S04859.jpg,188,849,DVR,DVR,112
T_S04859.jpg,184,963,DVR,DVR,112
T_S04859.jpg,179,1039,DVR,DVR,112
T_S04859.jpg,170,1071,DVR,DVR,112
T_S04859.jpg,181,1135,DVR,DVR,112
T_S04859.jpg,188,1194,DVR,DVR,112
T_S04859.jpg,168,1382,DVR,DVR,112
T_S04859.jpg,209,1311,DVR,DVR,112
T_S04859.jpg,248,1393,DVR,DVR,112
T_S04859.jpg,273,1407,DVR,DVR,112
T_S04859.jpg,302,1448,DVR,DVR,112
T_S04859.jpg,314,1450,DVR,DVR,112
T_S04859.jpg,325,1464,DVR,DVR,112
T_S04859.jpg,314,1505,DVR,DVR,112
T_S04859.jpg,318,1553,DVR,DVR,112
T_S04859.jpg,286,1620,DVR,DVR,112
T_S04859.jpg,291,1739,DVR,DVR,112
T_S04859.jpg,291,1784,DVR,DVR,112
T_S04859.jpg,291,1912,DVR,DVR,112
T_S04859.jpg,293,1960,DVR,DVR,112
T_S04859.jpg,302,1992,DVR,DVR,112
T_S04859.jpg,266,2075,DVR,DVR,112
T_S04859.jpg,184,2075,DVR,DVR,112
T_S04859.jpg,120,2084,DVR,DVR,112
T_S04859.jpg,110,1999,DVR,DVR,112
T_S04859.jpg,110,1960,DVR,DVR,112
T_S04859.jpg,145,1860,DVR,DVR,112
T_S04859.jpg,170,1775,DVR,DVR,112
T_S04859.jpg,140,1590,DVR,DVR,112
T_S04859.jpg,129,1455,DVR,DVR,112
T_S04859.jpg,122,1357,DVR,DVR,112
T_S04859.jpg,99,1167,DVR,DVR,112
T_S04859.jpg,67,1018,DVR,DVR,112
T_S04859.jpg,97,908,DVR,DVR,112
T_S04859.jpg,117,764,DVR,DVR,112
T_S04859.jpg,129,680,DVR,DVR,112
T_S04859.jpg,140,428,DVR,DVR,112
T_S04859.jpg,165,412,DVR,DVR,112
T_S04859.jpg,229,364,DVR,DVR,112
T_S04859.jpg,261,492,DVR,DVR,112
T_S04859.jpg,186,531,DVR,DVR,112
T_S04859.jpg,140,627,DVR,DVR,112
T_S04859.jpg,104,513,DVR,DVR,112
T_S04859.jpg,113,444,DVR,DVR,112
T_S04859.jpg,138,293,DVR,DVR,112
T_S04859.jpg,142,204,DVR,DVR,112
T_S04859.jpg,104,156,DVR,DVR,112
T_S04859.jpg,97,117,DVR,DVR,112
T_S04859.jpg,99,97,DVR,DVR,112
T_S04859.jpg,149,74,DVR,DVR,112
T_S04859.jpg,225,83,DVR,DVR,112
T_S04859.jpg,369,67,DVR,DVR,112
T_S04859.jpg,289,124,DVR,DVR,112
T_S04859.jpg,261,170,DVR,DVR,112
T_S04859.jpg,261,213,DVR,DVR,112
T_S04859.jpg,353,355,DVR,DVR,112
T_S04859.jpg,264,529,DVR,DVR,112
T_S04859.jpg,211,529,DVR,DVR,112
T_S04859.jpg,145,730,DVR,DVR,112
T_S04859.jpg,65,1183,DVR,DVR,112
T_S04859.jpg,74,1331,DVR,DVR,112
T_S04859.jpg,83,1400,DVR,DVR,112
T_S04859.jpg,88,1624,DVR,DVR,112
T_S04859.jpg,104,1851,DVR,DVR,112
T_S04859.jpg,122,1864,DVR,DVR,112
T_S04859.jpg,1556,721,NotCoral,NotCoral,112
T_S04859.jpg,1546,760,NotCoral,NotCoral,112
T_S04859.jpg,1540,776,NotCoral,NotCoral,112
T_S04859.jpg,1512,888,NotCoral,NotCoral,112
T_S04859.jpg,1444,911,NotCoral,NotCoral,112
T_S04859.jpg,1409,936,NotCoral,NotCoral,112
T_S04859.jpg,1400,902,NotCoral,NotCoral,112
T_S04859.jpg,1402,833,NotCoral,NotCoral,112
T_S04859.jpg,1393,771,NotCoral,NotCoral,112
T_S04859.jpg,1540,618,NotCoral,NotCoral,112
T_S04859.jpg,1562,549,NotCoral,NotCoral,112
T_S04859.jpg,1526,238,NotCoral,NotCoral,112
T_S04859.jpg,1466,204,NotCoral,NotCoral,112
T_S04859.jpg,1537,357,NotCoral,NotCoral,112
T_S04859.jpg,1533,737,NotCoral,NotCoral,112
T_S04859.jpg,1524,742,NotCoral,NotCoral,112
T_S04859.jpg,1480,979,NotCoral,NotCoral,112
T_S04859.jpg,1512,940,NotCoral,NotCoral,112
T_S04859.jpg,1457,963,NotCoral,NotCoral,112
T_S04859.jpg,1327,1089,NotCoral,NotCoral,112
T_S04859.jpg,1325,1094,NotCoral,NotCoral,112
T_S04859.jpg,1320,1167,NotCoral,NotCoral,112
T_S04859.jpg,1320,1192,NotCoral,NotCoral,112
T_S04859.jpg,1315,1226,NotCoral,NotCoral,112
T_S04859.jpg,1302,1251,NotCoral,NotCoral,112
T_S04859.jpg,1286,1272,NotCoral,NotCoral,112
T_S04859.jpg,1556,1649,NotCoral,NotCoral,112
T_S04859.jpg,1542,1752,NotCoral,NotCoral,112
T_S04859.jpg,1551,2082,NotCoral,NotCoral,112
T_S04859.jpg,1412,2086,NotCoral,NotCoral,112
T_S04859.jpg,1162,984,Coral,Coral,112
T_S04859.jpg,1176,961,Coral,Coral,112
T_S04859.jpg,1251,876,Coral,Coral,112
T_S04859.jpg,1249,863,Coral,Coral,112
T_S04859.jpg,1229,787,Coral,Coral,112
T_S04859.jpg,1201,906,Coral,Coral,112
T_S04859.jpg,1190,977,Coral,Coral,112
T_S04859.jpg,1199,1004,Coral,Coral,112
T_S04859.jpg,1176,1103,Coral,Coral,112
T_S04859.jpg,1121,1139,Coral,Coral,112
T_S04859.jpg,1103,1167,Coral,Coral,112
T_S04859.jpg,1080,1219,Coral,Coral,112
T_S04859.jpg,1071,1315,Coral,Coral,112
T_S04859.jpg,1057,1327,Coral,Coral,112
T_S04859.jpg,984,1366,Coral,Coral,112
T_S04859.jpg,940,1391,Coral,Coral,112
T_S04859.jpg,879,1421,Coral,Coral,112
T_S04859.jpg,808,1444,Coral,Coral,112
T_S04859.jpg,707,1457,Coral,Coral,112
T_S04859.jpg,613,1473,Coral,Coral,112
T_S04859.jpg,581,1444,Coral,Coral,112
T_S04859.jpg,520,1380,Coral,Coral,112
T_S04859.jpg,474,1347,Coral,Coral,112
T_S04859.jpg,440,1331,Coral,Coral,112
T_S04859.jpg,408,1306,Coral,Coral,112
T_S04859.jpg,389,1274,Coral,Coral,112
T_S04859.jpg,380,1229,Coral,Coral,112
T_S04859.jpg,341,1103,Coral,Coral,112
T_S04859.jpg,325,1025,Coral,Coral,112
T_S04859.jpg,334,954,Coral,Coral,112
T_S04859.jpg,355,897,Coral,Coral,112
T_S04859.jpg,387,828,Coral,Coral,112
T_S04859.jpg,435,748,Coral,Coral,112
T_S04859.jpg,490,655,Coral,Coral,112
T_S04859.jpg,545,597,Coral,Coral,112
T_S04859.jpg,636,540,Coral,Coral,112
T_S04859.jpg,710,527,Coral,Coral,112
T_S04859.jpg,780,533,Coral,Coral,112
T_S04859.jpg,847,554,Coral,Coral,112
T_S04859.jpg,927,588,Coral,Coral,112
T_S04859.jpg,1002,623,Coral,Coral,112
T_S04859.jpg,1048,643,Coral,Coral,112
T_S04859.jpg,1112,691,Coral,Coral,112
T_S04859.jpg,1041,892,Coral,Coral,112
T_S04859.jpg,940,956,Coral,Coral,112
T_S04859.jpg,835,977,Coral,Coral,112
T_S04859.jpg,719,1178,Coral,Coral,112
T_S04859.jpg,774,1249,Coral,Coral,112
T_S04859.jpg,867,1233,Coral,Coral,112
T_S04859.jpg,929,1139,Coral,Coral,112
T_S04859.jpg,952,1073,Coral,Coral,112
T_S04859.jpg,915,810,Coral,Coral,112
T_S04859.jpg,860,707,Coral,Coral,112
T_S04859.jpg,671,748,Coral,Coral,112
T_S04859.jpg,511,806,Coral,Coral,112
T_S04859.jpg,458,1002,Coral,Coral,112
T_S04859.jpg,554,1181,Coral,Coral,112
T_S04859.jpg,689,1350,Coral,Coral,112
T_S04859.jpg,728,1352,Coral,Coral,112
T_S04859.jpg,810,1304,Coral,Coral,112
T_S04859.jpg,1382,362,Coral,Coral,112
T_S04859.jpg,1229,1903,Coral,Coral,112
T_S04859.jpg,1473,1965,Coral,Coral,112
T_S04859.jpg,1469,1912,Coral,Coral,112
T_S04859.jpg,1192,1832,Coral,Coral,112
T_S04859.jpg,918,1681,Coral,Coral,112
T_S04859.jpg,1025,1974,Coral,Coral,112
T_S04859.jpg,938,1796,Coral,Coral,112
T_S04859.jpg,812,1791,Coral,Coral,112
T_S04859.jpg,726,1700,Coral,Coral,112
T_S04859.jpg,730,1759,Coral,Coral,112
T_S04859.jpg,870,2100,Coral,Coral,112
T_S04859.jpg,824,2091,Coral,Coral,112
T_S04859.jpg,927,337,Coral,Coral,112
T_S04859.jpg,1082,442,Coral,Coral,112
T_S04859.jpg,1283,289,Coral,Coral,112
T_S04859.jpg,1290,259,Coral,Coral,112
T_S04859.jpg,1258,236,Coral,Coral,112
T_S04859.jpg,1261,200,Coral,Coral,112
T_S04859.jpg,1283,197,Coral,Coral,112
T_S04859.jpg,1283,168,Coral,Coral,112
T_S04859.jpg,1263,120,Coral,Coral,112
T_S04859.jpg,1258,97,Coral,Coral,112
T_S04859.jpg,1476,88,Coral,Coral,112
T_S04859.jpg,698,362,Coral,Coral,112
T_S04859.jpg,671,332,Coral,Coral,112
T_S04860.jpg,117,228,DVR,DVR,112
T_S04860.jpg,55,109,DVR,DVR,112
T_S04860.jpg,11,206,DVR,DVR,112
T_S04860.jpg,229,161,DVR,DVR,112
T_S04860.jpg,308,51,DVR,DVR,112
T_S04860.jpg,58,268,DVR,DVR,112
T_S04860.jpg,216,373,DVR,DVR,112
T_S04860.jpg,192,213,DVR,DVR,112
T_S04860.jpg,191,131,DVR,DVR,112
T_S04860.jpg,11,847,DVR,DVR,112
T_S04860.jpg,252,639,DVR,DVR,112
T_S04860.jpg,297,513,DVR,DVR,112
T_S04860.jpg,110,747,DVR,DVR,112
T_S04860.jpg,50,806,DVR,DVR,112
T_S04860.jpg,133,801,DVR,DVR,112
T_S04860.jpg,190,753,Coral,Coral,112
T_S04860.jpg,287,672,Coral,Coral,112
T_S04860.jpg,24,578,DVR,DVR,112
T_S04860.jpg,245,756,Coral,Coral,112
T_S04860.jpg,206,901,Coral,Coral,112
T_S04860.jpg,13,1223,DVR,DVR,112
T_S04860.jpg,276,1089,Coral,Coral,112
T_S04860.jpg,262,1030,Coral,Coral,112
T_S04860.jpg,243,1004,Coral,Coral,112
T_S04860.jpg,314,913,Coral,Coral,112
T_S04860.jpg,190,890,Coral,Coral,112
T_S04860.jpg,199,1121,Coral,Coral,112
T_S04860.jpg,181,1370,DVR,DVR,112
T_S04860.jpg,72,1552,DVR,DVR,112
T_S04860.jpg,130,1325,DVR,DVR,112
T_S04860.jpg,1,1425,DVR,DVR,112
T_S04860.jpg,44,1529,DVR,DVR,112
T_S04860.jpg,255,1419,DVR,DVR,112
T_S04860.jpg,192,1515,DVR,DVR,112
T_S04860.jpg,271,1539,DVR,DVR,112
T_S04860.jpg,36,1652,DVR,DVR,112
T_S04860.jpg,2,1874,DVR,DVR,112
T_S04860.jpg,300,2142,Coral,Coral,112
T_S04860.jpg,85,1891,DVR,DVR,112
T_S04860.jpg,240,1921,DVR,DVR,112
T_S04860.jpg,272,1747,DVR,DVR,112
T_S04860.jpg,124,1801,DVR,DVR,112
T_S04860.jpg,548,117,Coral,Coral,112
T_S04860.jpg,626,352,NotCoral,NotCoral,112
T_S04860.jpg,527,204,Coral,Coral,112
T_S04860.jpg,339,203,DVR,DVR,112
T_S04860.jpg,641,6,Coral,Coral,112
T_S04860.jpg,384,419,DVR,DVR,112
T_S04860.jpg,478,92,DVR,DVR,112
T_S04860.jpg,350,344,DVR,DVR,112
T_S04860.jpg,336,309,DVR,DVR,112
T_S04860.jpg,594,189,Coral,Coral,112
T_S04860.jpg,508,155,Coral,Coral,112
T_S04860.jpg,575,73,Coral,Coral,112
T_S04860.jpg,449,362,DVR,DVR,112
